country,population,page,rev_id,prediction
Samoan,0,Luagalau Levaula Kamu,706804758.0,Stub
Samoan,0,Matatumua Maimoana,757107378.0,C
Samoan,0,To’alepaiali’i Toeolesulusulu Salesa III,717442173.0,Stub
Samoan,0,Laulu Fetauimalemau Mata'afa,757107952.0,C
Samoan,0,Tuiloma Pule Lameko,707750982.0,Stub
Samoan,0,Keneti Sio,796377891.0,Stub
Samoan,0,William Sio,807177019.0,C
Samoan,0,Malietoa Tanumafili II,804303257.0,C
Samoan,0,Le Mamea Ropati,784413731.0,Start
Samoan,0,Leafa Vitale,706837234.0,Stub
Samoan,0,Lauaki Namulauulu Mamoe,801175876.0,C
Samoan,0,Tuu'u Anasi'i Leota,707525315.0,Stub
Samoan,0,Mata'afa Faumuina Fiame Mulinu'u I,748384437.0,Start
Samoan,0,Tuitama Talalelei Tuitama,723152770.0,Stub
Samoan,0,Polataivao Fosi,787519332.0,C
Samoan,0,Dave Solomon (rugby),793129536.0,Start
Samoan,0,Niko Lee Hang,707525246.0,Stub
Samoan,0,Tuimaleali'ifano,791884820.0,Stub
Samoan,0,Ale Vena Ale,796309750.0,Stub
Samoan,0,Tuala Ainiu Iusitino,762572848.0,Stub
Samoan,0,Luamanuvao Winnie Laban,782465136.0,Start
Samoan,0,Toluono Feti,671515606.0,Stub
Samoan,0,Mark Gosche,801142102.0,Start
Samoan,0,Laauli Leuatea Polataivao,714244543.0,Stub
Samoan,0,Fiame Mata'afa Faumuina Mulinu'u II,748477510.0,C
Samoan,0,Emma Kruse Va'ai,801564093.0,Start
Samoan,0,Tole’afoa Solomona To’ailoa,726724455.0,Stub
Samoan,0,James Ah Koy,704919844.0,B
Samoan,0,Muagututagata Peter Ah Him,780759402.0,Stub
Samoan,0,Misa Telefoni Retzlaff,706207837.0,Start
Samoan,0,Lealailepule Rimoni Aiafi,738999542.0,Start
Samoan,0,Tuilaepa Aiono Sailele Malielegaoi,801570141.0,C
Samoan,0,Tui Manuʻa Elisala,785553682.0,Start
Samoan,0,Sua Rimoni Ah Chong,782134923.0,Start
Samoan,0,Lefau Harry Schuster,719691980.0,Stub
Samoan,0,O le Ao o le Malo,806055721.0,GA
Samoan,0,Le Mamea Matatumua Ata,726724077.0,Stub
Samoan,0,Tuala Falenaoti Tiresa Malietoa,771267864.0,Stub
Samoan,0,Va'aletoa Sualauvi II,802218035.0,Start
Somaliland,0,Muhammad Haji Ibrahim Egal,805840190.0,C
Somaliland,0,Adan Ahmed Elmi,804143605.0,Stub
Somaliland,0,Dahir Riyale Kahin,798692052.0,Start
Somaliland,0,List of Presidents of Somaliland,792010538.0,Start
South African Republic,0,State President of the South African Republic,783371989.0,Start
South African Republic,0,Ben Viljoen,804250196.0,C
South African Republic,0,"Clarens, Switzerland",794593079.0,Start
South African Republic,0,Piet Joubert,807269619.0,C
South African Republic,0,Krugersdorp,801877418.0,C
South African Republic,0,Willem Cornelis Janse van Rensburg,716703178.0,Start
South African Republic,0,Transvaal Civil War,787611475.0,C
South African Republic,0,Krugerrand,804713000.0,C
South African Republic,0,"Kruger House, Pretoria",772410051.0,Stub
South African Republic,0,Kruger National Park,805927999.0,GA
South African Republic,0,Thomas François Burgers,704636517.0,C
South African Republic,0,"Heroes' Acre, Pretoria",793010122.0,Start
South African Republic,0,"Statue of Paul Kruger, Church Square",800488968.0,Start
South African Republic,0,Harry Struben,736854878.0,Start
South African Republic,0,Boekenhoutfontein,776299184.0,Start
South Korean,0,Jeon Soon-ok,782649404.0,Stub
South Korean,0,Chun Jung-bae,806073279.0,Start
South Korean,0,Yun Duk-min,794638210.0,Stub
South Korean,0,Park Geun-hye,807060237.0,B
South Korean,0,Yu In-chon,760062536.0,Start
South Korean,0,Geum Min,807404528.0,Stub
South Korean,0,Kim Suk-soo,804971686.0,Stub
South Korean,0,Na Kyung-won,806319565.0,Start
South Korean,0,Kim Hwang-sik,804971888.0,Start
South Korean,0,Ki Dong-min,805956890.0,Start
South Korean,0,Choe Kwang-shik,806439224.0,Stub
South Korean,0,Kim Sung-hwan (politician),804971477.0,Stub
South Korean,0,Chang Sang,804972263.0,Stub
South Korean,0,Hong Ihk-pyo,782498395.0,Start
South Korean,0,Lee Nak-hoon,799083872.0,C
South Korean,0,Lee Jung-hee,807021657.0,Start
South Korean,0,Kim So-yeon (activist),804817210.0,Start
South Korean,0,Kim Boo-kyum,806555857.0,Start
South Korean,0,Chun Doo-hwan,806846283.0,C
South Korean,0,Kim Wan-ju,770622878.0,Stub
South Korean,0,Roh Moo-hyun,806852494.0,B
South Korean,0,Chang Taek-sang,805053478.0,Start
South Korean,0,Park Yong-ok,802955917.0,Stub
South Korean,0,Lee Hyun-jae,804968364.0,Stub
South Korean,0,Choo Mi-ae,806184478.0,C
South Korean,0,Assassination of Park Chung-hee,807142261.0,C
South Korean,0,Hyun Soong-jong,804968483.0,Stub
South Korean,0,Yun Byung-se,804971432.0,Stub
South Korean,0,Yoo Chang-soon,804968129.0,Stub
South Korean,0,Shin Sung-mo,805991409.0,Stub
South Korean,0,Park Yong-jin,770623036.0,Start
South Korean,0,Min Byung-doo,806399005.0,Start
South Korean,0,Lee Wan-koo,791389950.0,Start
South Korean,0,Kim Chang-ryong,792037093.0,Start
South Korean,0,Byeon Yeong-tae,804962160.0,Stub
South Korean,0,Lee Beom-seok (foreign minister),804962170.0,Stub
South Korean,0,"List of members of the South Korean Constituent Assembly, 1948–50",805158721.0,Stub
South Korean,0,Kim Jae-soon,778915319.0,Stub
South Korean,0,Ahn Dae-hee,775458263.0,Stub
South Korean,0,Seo Young-kyo,717405394.0,Start
South Korean,0,Yi Yun-yong,804962117.0,Stub
South Korean,0,Park Chung-hee,806801805.0,B
South Korean,0,Han Myeong-sook,806182207.0,C
South Korean,0,"List of members of the National Assembly (South Korea), 2012–2016",806073996.0,Start
South Korean,0,Sim Sang-jung,804816596.0,C
South Korean,0,Ahn Gyu-baek,775458608.0,Start
South Korean,0,Lee Wu-jong,723064614.0,Stub
South Korean,0,Park Hong-keun,775458639.0,Start
South Korean,0,Kitack Lim,807057020.0,Start
South Korean,0,Ahn Sang-yeong,777008205.0,Stub
South Korean,0,Bak Maeng-woo,790471224.0,C
South Korean,0,Yoo Il-ho,799945764.0,Stub
South Korean,0,Park In-won,703478926.0,Stub
South Korean,0,Kim Chong-hoh,797806095.0,Stub
South Korean,0,Nam Duck-woo,807423123.0,Stub
South Korean,0,Lim Su-kyung,805293256.0,C
South Korean,0,Chung Ho-yong,798295710.0,Stub
South Korean,0,Yu Myung-hwan,790178486.0,Stub
South Korean,0,Lee Jung-hyun (politician),795546256.0,Stub
South Korean,0,Shin Ki-ha,774367693.0,Stub
South Korean,0,Baek Du-jin,806590508.0,Stub
South Korean,0,Roh Tae-woo,806145466.0,C
South Korean,0,"List of members of the National Assembly (South Korea), 1950–54",663348266.0,Stub
South Korean,0,Kim Hyun-jong,770760118.0,Stub
South Korean,0,Suh Sang-chul,790180349.0,Start
South Korean,0,Cheong Yang-seog,795546187.0,Stub
South Korean,0,Yoon Jeung-hyun,790179508.0,Stub
South Korean,0,Ji Sang-wook,780227423.0,Start
South Korean,0,Kim Byong-joon,781134255.0,Stub
South Korean,0,Kang Kum-sil,802728876.0,Stub
South Korean,0,Jang Deok-jin,777070214.0,Stub
South Korean,0,Lee Hae-chan,785317852.0,Start
South Korean,0,Yoon Young-kwan,790178940.0,Start
South Korean,0,Won Yoo-chul,806512047.0,Stub
South Korean,0,In Jae-keun,800896981.0,Stub
South Korean,0,Lee Hahn-koo,795546245.0,Stub
South Korean,0,Kwon Young-ghil,800896932.0,Start
South Korean,0,Lee Jae-myung,798611948.0,Stub
South Korean,0,Kim Seung-kew,716323288.0,Stub
South Korean,0,"List of members of the National Assembly (South Korea), 2016–present",806749773.0,Start
South Korean,0,Lee Chunhee,775234175.0,Stub
South Korean,0,Kim Un-yong,803838269.0,Start
South Korean,0,Han Duck-soo,806124709.0,Start
South Korean,0,Won Sei-hoon,806511942.0,Stub
South Korean,0,Kim Jin-sun,778916810.0,Stub
South Korean,0,Choi Kyu-hah,806462613.0,C
South Korean,0,Park Young-sun,800258105.0,C
South Korean,0,Kim Il-ung,779544705.0,Stub
South Korean,0,Song Yo-chan,807029190.0,Stub
South Korean,0,Lee Jong-kul,770757174.0,Stub
South Korean,0,Jeon Hye-sook,803383030.0,Stub
South Korean,0,Chin Young,795546191.0,Start
South Korean,0,Koo Kyo-hyun,779544873.0,Stub
South Korean,0,Chung Hong-won,781133659.0,Start
South Korean,0,Do Jong-hwan,807122658.0,Start
South Korean,0,Kim Kwan-yong,795546228.0,Start
South Ossetian,0,Aslanbek Bulatsev,789950396.0,Start
South Ossetian,0,Merab Chigoev,760473130.0,Stub
South Ossetian,0,Gerasim Khugayev,760473192.0,Start
South Ossetian,0,Lyudvig Chibirov,766130279.0,Stub
South Ossetian,0,Stanislav Kochiev,717215546.0,Start
South Ossetian,0,Igor Sanakoyev,760473237.0,Stub
South Ossetian,0,Boris Chochiev,748071193.0,Stub
South Ossetian,0,Prime Minister of South Ossetia,797825875.0,Start
South Ossetian,0,Vadim Brovtsev,802882186.0,C
South Ossetian,0,Zurab Kokoyev,760473273.0,Stub
South Ossetian,0,President of South Ossetia,795669553.0,Start
South Ossetian,0,Leonid Tibilov,799335775.0,Start
South Ossetian,0,Rostislav Khugayev,721687759.0,Stub
South Ossetian,0,Aleksandr Shavlokhov,760473086.0,Stub
South Ossetian,0,Yury Morozov,749962491.0,Start
South Ossetian,0,Dmitry Sanakoyev,801560549.0,Start
South Ossetian,0,Eduard Kokoity,801087048.0,C
South Ossetian,0,Valeriy Hubulov,717241760.0,Start
St. Kitts-Nevis,0.05,0,0.0,0
St. Vincent and the Grenadines,0.1,0,0.0,0
Swaziland,0,Makhosini Dlamini,790010573.0,Stub
Swaziland,0,Barnabas Sibusiso Dlamini,798454144.0,Start
Swaziland,0,Themba N. Masuku,723121670.0,Stub
Swaziland,0,Prince Sozisa Dlamini,790090661.0,B
Swaziland,0,Labotsibeni Mdluli,802149787.0,C
Swaziland,0,Marwick Khumalo,790010820.0,Stub
Swaziland,0,Trusty Gina,790010783.0,Stub
Swaziland,0,Mphiwa Dlamini,790010577.0,Stub
Swaziland,0,List of Prime Ministers of Swaziland,797904256.0,Start
Swaziland,0,Bheki Dlamini,790010530.0,Stub
Swaziland,0,Andreas Fakudze,790636139.0,Stub
Swaziland,0,Ndumiso Mamba,793428048.0,Stub
Swaziland,0,Ben Nsibandze,797494822.0,Stub
Swaziland,0,Obed Dlamini,790010578.0,Stub
Swaziland,0,Ntfombi of Swaziland,785654533.0,C
Swaziland,0,Sotsha Dlamini,800650407.0,Stub
Swaziland,0,Constance Simelane,757540600.0,C
Swaziland,0,Paul Shabangu,790010732.0,Stub
Swaziland,0,Jameson Mbilini Dlamini,790010556.0,Stub
Swaziland,0,Maphevu Dlamini,807175486.0,Stub
Swaziland,0,Themba Dlamini,790010705.0,Stub
Swaziland,0,Tsandzile Dlamini,804656330.0,Start
Swaziland,0,Moses Mathendele Dlamini,747579157.0,Start
Swaziland,0,Bhekimpi Dlamini,790010540.0,Stub
Swaziland,0,Sishayi Nxumalo,790010729.0,Stub
Swaziland,0,Lutfo Dlamini,790010558.0,Stub
Swaziland,0,Mabandla Dlamini,790010563.0,Stub
Swaziland,0,Dzeliwe of Swaziland,796256782.0,Start
Swaziland,0,Njabulo Mabuza,790010716.0,Stub
Swaziland,0,Charles Myeza,790010723.0,Stub
Swaziland,0,Paul Dlamini,790010579.0,Stub
Timor-Leste,1.2,0,0.0,0
Tokelauan,0,Kuresa Nasau,790644216.0,Stub
Tokelauan,0,Afega Gaualofa,795631781.0,Stub
Tokelauan,0,Siopili Perez,795633170.0,Stub
Tokelauan,0,Tim Francis,744394596.0,Stub
Tokelauan,0,Falima Teao,801630990.0,Stub
Tokelauan,0,Salesio Lui,790644183.0,Stub
Tokelauan,0,Kolouei O'Brien,790647368.0,Stub
Tokelauan,0,Guy Powles,786375181.0,C
Tokelauan,0,Administrator of Tokelau,806258588.0,Start
Tokelauan,0,Neil Walter,732100626.0,Start
Tokelauan,0,Patuki Isaako,790644404.0,Stub
Tokelauan,0,Duncan MacIntyre (New Zealand politician),770994352.0,C
Tokelauan,0,Jonathan Kings,806257719.0,Stub
Tokelauan,0,Russell Marshall,771460602.0,C
Tokelauan,0,Head of Government of Tokelau,801375710.0,Start
Tokelauan,0,John Allen (diplomat),720435378.0,Stub
Tokelauan,0,David Payton,799209983.0,Stub
Western Sahara,0.6,0,0.0,0
eSwatini,1.4,0,0.0,0
